Top Ranking															
	Market ALL (SET+mai)														
671	SUPE19C1903A	0.02	0.02	0.02	0.02	-	"20,000.00"	400	"20,000.00"	400	0.02	"2,400,000.00"	-	-	-
672	CPF19C1904A	0.42	0.46	0.42	0.42	-	"485,900.00"	"218,752.00"	"485,900.00"	"218,752.00"	0.4	"50,400,000.00"	-	-	-
673	CPAL19P1903A	0.1	0.11	0.1	0.1	-	"165,100.00"	"16,511.00"	"165,100.00"	"16,511.00"	0.14	"12,000,000.00"	-	-	-
674	CENT19C1904A	0.29	0.31	0.29	0.29	-	"3,510,900.00"	"1,042,465.00"	"3,510,900.00"	"1,042,465.00"	2.93	"34,800,000.00"	-	-	-
675	KBAN28P1904A	0.49	0.49	0.47	0.49	-	"7,161,000.00"	"3,447,529.00"	"7,161,000.00"	"3,447,529.00"	12.56	"27,930,000.00"	-	-	-
676	STEC13C1903A	0.04	0.04	0.04	0.04	-	"1,100,000.00"	"44,000.00"	"1,100,000.00"	"44,000.00"	0.92	"4,800,000.00"	-	-	-
677	MINT42P1904A	0.37	0.37	0.35	0.37	-	"518,000.00"	"190,040.00"	"518,000.00"	"190,040.00"	0.86	"22,200,000.00"	-	-	-
678	BEM42P1904A	0.04	0.04	0.04	0.04	-	"35,000.00"	"1,400.00"	"35,000.00"	"1,400.00"	0.06	"2,400,000.00"	-	-	-
679	ADVA24C1904A	0.04	0.06	0.04	0.04	-	"200,200.00"	"10,009.00"	"200,200.00"	"10,009.00"	0.4	"2,000,000.00"	-	-	-
680	MTC28C1903A	0.15	0.16	0.15	0.15	-	"3,776,500.00"	"590,240.00"	"3,776,500.00"	"590,240.00"	4.61	"12,300,000.00"	-	-	-
681	TFFIF	10.2	10.2	10.1	10.2	-	"8,697,200.00"	"88,667,320.00"	"8,697,200.00"	"88,667,320.00"	0.19	"46,614,000,000.00"	-	-	N/A
682	BCPG08C1904A	0.04	0.04	0.04	0.04	-	"3,000.00"	120	"3,000.00"	120	N/A	"3,200,000.00"	-	-	-
683	TRUE27C1904A	0.08	0.08	0.08	0.08	-	"2,280,000.00"	"182,400.00"	"2,280,000.00"	"182,400.00"	4.56	"4,000,000.00"	-	-	-
684	STA27C1904A	0.13	0.14	0.13	0.13	-	"6,100.00"	853	"6,100.00"	853	0.01	"6,500,000.00"	-	-	-
685	CKP19C1903A	0.13	0.15	0.13	0.13	-	"2,297,400.00"	"325,914.00"	"2,297,400.00"	"325,914.00"	1.91	"15,600,000.00"	-	-	-
686	BBL27C1904A	0.29	0.3	0.29	0.29	-	"180,000.00"	"53,100.00"	"180,000.00"	"53,100.00"	0.36	"14,500,000.00"	-	-	-
687	BANP27C1904A	0.11	0.11	0.11	0.11	-	"1,440,000.00"	"158,400.00"	"1,440,000.00"	"158,400.00"	2.88	"5,500,000.00"	-	-	-
688	BGC	10.2	10.4	10.2	10.2	-	"1,539,700.00"	"15,745,870.00"	"1,539,770.00"	"15,746,591.00"	0.22	"7,083,328,800.00"	17.91	-	N/A
689	SIRI28C1903A	0.02	0.02	0.02	0.02	-	"554,400.00"	"11,088.00"	"554,400.00"	"11,088.00"	0.58	"1,900,000.00"	-	-	-
690	WORK01C1904A	0.03	0.03	0.03	0.03	-	"3,011,300.00"	"90,339.00"	"3,011,300.00"	"90,339.00"	4.57	"1,975,500.00"	-	-	-
691	TOP01C1904B	0.06	0.07	0.06	0.06	-	"4,126,800.00"	"247,609.00"	"4,126,800.00"	"247,609.00"	7.1	"3,486,000.00"	-	-	-
692	TOP01C1904A	0.15	0.17	0.14	0.15	-	"17,119,000.00"	"2,606,737.00"	"17,119,000.00"	"2,606,737.00"	25.48	"10,077,000.00"	-	-	-
693	SCB01P1904B	0.83	0.83	0.8	0.83	-	"2,589,100.00"	"2,101,700.00"	"2,589,100.00"	"2,101,700.00"	4.64	"46,347,200.00"	-	-	-
694	SCB01P1904A	1.09	1.09	1.06	1.09	-	"2,004,300.00"	"2,148,533.00"	"2,004,300.00"	"2,148,533.00"	3.91	"55,851,600.00"	-	-	-
695	S5001C1901A	0.07	0.1	0.06	0.07	-	"20,251,100.00"	"1,786,789.00"	"20,251,100.00"	"1,786,789.00"	25.85	"5,483,100.00"	-	-	-
696	QH01P1903A	1.2	1.22	1.18	1.2	-	"667,400.00"	"803,210.00"	"667,400.00"	"803,210.00"	1.84	"43,620,000.00"	-	-	-
697	PTTE13C1902A	0.01	0.01	0.01	0.01	-	"3,378,500.00"	"33,785.00"	"3,378,500.00"	"33,785.00"	2.82	"1,200,000.00"	-	-	-
698	PTTE01P1904B	1.43	1.43	1.33	1.43	-	"6,698,400.00"	"9,249,712.00"	"6,698,400.00"	"9,249,712.00"	11.91	"80,394,600.00"	-	-	-
699	PTTE01P1904A	1.79	1.79	1.69	1.79	-	"5,572,200.00"	"9,743,194.00"	"5,572,200.00"	"9,743,194.00"	9.94	"100,383,200.00"	-	-	-
700	PTTE01C1904A	0.17	0.21	0.17	0.17	-	"27,360,900.00"	"5,198,848.00"	"27,360,900.00"	"5,198,848.00"	33.86	"13,737,700.00"	-	-	-
701	PTT01P1904B	0.57	0.57	0.52	0.57	-	"12,533,800.00"	"6,908,964.00"	"12,533,800.00"	"6,908,964.00"	15.19	"47,030,700.00"	-	-	-
702	PTT01C1904B	0.12	0.15	0.12	0.12	-	"6,293,500.00"	"851,117.00"	"6,293,500.00"	"851,117.00"	6.74	"11,209,200.00"	-	-	-
703	LPN13C1903A	0.01	0.01	0.01	0.01	-	"200,000.00"	"2,000.00"	"200,000.00"	"2,000.00"	0.17	"1,200,000.00"	-	-	-
704	KTB01P1903B	0.29	0.3	0.29	0.29	-	"1,800,100.00"	"528,029.00"	"1,800,100.00"	"528,029.00"	3.34	"15,631,000.00"	-	-	-
705	KTB01P1903A	0.4	0.41	0.4	0.4	-	"1,790,100.00"	"720,040.00"	"1,790,100.00"	"720,040.00"	3.84	"18,660,000.00"	-	-	-
706	KTB01C1903B	0.2	0.21	0.2	0.2	-	"4,499,900.00"	"926,480.00"	"4,499,900.00"	"926,480.00"	5.92	"15,214,000.00"	-	-	-
707	KTB01C1903A	0.3	0.31	0.3	0.3	-	"4,581,000.00"	"1,400,220.00"	"4,581,000.00"	"1,400,220.00"	6.51	"21,108,000.00"	-	-	-
708	BTS01P1903A	0.26	0.27	0.26	0.26	-	"1,500,500.00"	"390,153.00"	"1,500,500.00"	"390,153.00"	3.97	"9,830,600.00"	-	-	-
709	BTS01C1903B	0.19	0.2	0.19	0.19	-	"1,162,800.00"	"231,910.00"	"1,162,800.00"	"231,910.00"	2.5	"8,852,100.00"	-	-	-
710	BPP01P1903A	0.39	0.39	0.38	0.39	-	"72,800.00"	"28,212.00"	"72,800.00"	"28,212.00"	0.1	"28,052,700.00"	-	-	-
711	MTC13C1903A	0.26	0.28	0.25	0.26	-	"11,756,200.00"	"3,222,384.00"	"11,756,200.00"	"3,222,384.00"	9.8	"31,200,000.00"	-	-	-
712	PTT28C1904A	0.21	0.25	0.21	0.21	-	"5,302,700.00"	"1,219,486.00"	"5,302,700.00"	"1,219,486.00"	4.73	"23,520,000.00"	-	-	-
713	PTTE19C1903A	0.08	0.1	0.08	0.08	-	"1,854,500.00"	"167,405.00"	"1,854,500.00"	"167,405.00"	1.55	"9,600,000.00"	-	-	-
714	GUNK28C1903A	0.12	0.13	0.12	0.12	-	"628,000.00"	"79,542.00"	"628,000.00"	"79,542.00"	0.55	"13,800,000.00"	-	-	-
715	GUNK19C1903A	0.25	0.27	0.25	0.25	-	"911,800.00"	"239,528.00"	"911,800.00"	"239,528.00"	0.76	"30,000,000.00"	-	-	-
716	CKP28C1903A	0.08	0.1	0.08	0.08	-	"3,336,300.00"	"302,428.00"	"3,336,300.00"	"302,428.00"	2.09	"12,800,000.00"	-	-	-
717	SAWA08C1903A	0.36	0.37	0.36	0.36	-	"903,100.00"	"327,982.00"	"903,100.00"	"327,982.00"	1.13	"28,800,000.00"	-	-	-
718	ROBI08C1903A	0.22	0.23	0.21	0.22	-	"966,400.00"	"211,691.00"	"966,400.00"	"211,691.00"	1.21	"17,600,000.00"	-	-	-
719	DTAC28C1902A	0.11	0.11	0.11	0.11	-	"50,000.00"	"5,500.00"	"50,000.00"	"5,500.00"	0.06	"9,900,000.00"	-	-	-
720	COM728C1903A	0.04	0.04	0.01	0.04	-	"50,900.00"	539	"50,900.00"	539	0.05	"4,000,000.00"	-	-	-
721	COM708C1903A	0.03	0.03	0.03	0.03	-	100	3	100	3	N/A	"2,400,000.00"	-	-	-
722	CKP13C1903B	0.09	0.11	0.09	0.09	-	"4,006,300.00"	"387,691.00"	"4,006,300.00"	"387,691.00"	3.34	"10,800,000.00"	-	-	-
723	ADVA08C1903A	0.04	0.04	0.04	0.04	-	"8,900.00"	356	"8,900.00"	356	0.01	"3,200,000.00"	-	-	-
724	TOP13C1902A	0.01	0.02	0.01	0.01	-	"1,735,600.00"	"34,709.00"	"1,735,600.00"	"34,709.00"	1.45	"1,200,000.00"	-	-	-
725	TOP06C1903B	0.02	0.02	0.02	0.02	-	"6,100.00"	122	"6,100.00"	122	0.01	"1,200,000.00"	-	-	-
726	SUPE13C1902A	0.01	0.01	0.01	0.01	-	"50,000.00"	500	"50,000.00"	500	0.02	"3,200,000.00"	-	-	-
727	AMAT13C1902A	0.06	0.07	0.06	0.06	-	"61,700.00"	"4,257.00"	"61,700.00"	"4,257.00"	0.03	"13,200,000.00"	-	-	-
728	TVO01C1903B	0.09	0.09	0.09	0.09	-	"820,000.00"	"73,800.00"	"820,000.00"	"73,800.00"	1.4	"5,274,900.00"	-	-	-
729	TVO01C1903A	0.17	0.19	0.17	0.17	-	"7,427,400.00"	"1,377,504.00"	"7,427,400.00"	"1,377,504.00"	11.69	"10,801,800.00"	-	-	-
730	ROBI13C1902A	0.15	0.16	0.14	0.15	-	"2,624,600.00"	"402,039.00"	"2,624,600.00"	"402,039.00"	2.19	"18,000,000.00"	-	-	-
731	LH01P1903A	0.51	0.52	0.49	0.51	-	"6,211,600.00"	"3,156,205.00"	"6,211,600.00"	"3,156,205.00"	7.62	"41,595,600.00"	-	-	-
732	IRPC01C1903B	0.04	0.04	0.04	0.04	-	"13,000.00"	520	"13,000.00"	520	0.01	"3,839,600.00"	-	-	-
733	EPG01C1903B	0.03	0.03	0.03	0.03	-	"1,000.00"	30	"1,000.00"	30	N/A	"1,200,000.00"	-	-	-
734	EPG01C1903A	0.08	0.09	0.08	0.08	-	"1,713,300.00"	"138,024.00"	"1,713,300.00"	"138,024.00"	4.21	"3,256,800.00"	-	-	-
735	EA13C1901A	0.02	0.02	0.02	0.02	-	"671,000.00"	"13,420.00"	"671,000.00"	"13,420.00"	0.56	"2,400,000.00"	-	-	-
736	CPAL01P1904A	0.45	0.46	0.44	0.45	-	"4,806,600.00"	"2,165,070.00"	"4,806,600.00"	"2,165,070.00"	9.94	"21,762,000.00"	-	-	-
737	CPAL01C1904B	0.46	0.49	0.46	0.46	-	"5,659,500.00"	"2,686,761.00"	"5,659,500.00"	"2,686,761.00"	7	"37,168,000.00"	-	-	-
738	CPAL01C1904A	0.77	0.8	0.77	0.77	-	"4,808,400.00"	"3,747,212.00"	"4,808,400.00"	"3,747,212.00"	4.78	"77,438,900.00"	-	-	-
739	CHG01C1903B	0.02	0.02	0.02	0.02	-	"10,000.00"	200	"10,000.00"	200	0.02	"891,200.00"	-	-	-
740	CENT01P1903A	0.36	0.36	0.34	0.36	-	"3,684,100.00"	"1,303,037.00"	"3,684,100.00"	"1,303,037.00"	7.97	"16,639,200.00"	-	-	-
741	BLAN01P1903A	0.73	0.73	0.72	0.73	-	"457,800.00"	"333,998.00"	"457,800.00"	"333,998.00"	1.14	"29,200,000.00"	-	-	-
742	BGRI01C1903A	0.32	0.33	0.31	0.32	-	"12,444,300.00"	"4,010,054.00"	"12,444,300.00"	"4,010,054.00"	11.86	"33,574,400.00"	-	-	-
743	SCB28C1902A	0.02	0.02	0.02	0.02	-	"10,000.00"	200	"10,000.00"	200	0.02	"1,000,000.00"	-	-	-
744	ORI13C1902A	0.01	0.01	0.01	0.01	-	100	1	100	1	N/A	"1,200,000.00"	-	-	-
745	STEC13C1902A	0.12	0.12	0.12	0.12	-	"45,000.00"	"5,400.00"	"45,000.00"	"5,400.00"	0.04	"14,400,000.00"	-	-	-
746	ADVA06C1903A	0.03	0.04	0.03	0.03	-	200	7	200	7	N/A	"1,800,000.00"	-	-	-
747	THAN19C1903A	0.23	0.24	0.21	0.23	-	"2,937,600.00"	"663,301.00"	"2,937,600.00"	"663,301.00"	2.45	"27,600,000.00"	-	-	-
748	ORI19C1904A	0.02	0.02	0.01	0.02	-	"252,000.00"	"5,039.00"	"252,000.00"	"5,039.00"	0.21	"2,400,000.00"	-	-	-
749	BCP13C1902A	0.05	0.05	0.05	0.05	-	"100,000.00"	"5,000.00"	"100,000.00"	"5,000.00"	0.08	"6,000,000.00"	-	-	-
750	BANP13C1902A	0.01	0.01	0.01	0.01	-	100	1	100	1	N/A	"1,200,000.00"	-	-	-
751	UV01C1902B	0.04	0.04	0.04	0.04	-	"1,000.00"	40	"1,000.00"	40	N/A	"1,848,400.00"	-	-	-
752	TASC01P1903A	0.58	0.59	0.55	0.58	-	"1,513,000.00"	"867,351.00"	"1,513,000.00"	"867,351.00"	3.76	"23,356,600.00"	-	-	-
753	TASC01C1903B	0.12	0.13	0.12	0.12	-	"1,837,400.00"	"231,321.00"	"1,837,400.00"	"231,321.00"	3.8	"5,803,200.00"	-	-	-
754	KKP01C1902A	0.2	0.21	0.2	0.2	-	"1,872,400.00"	"391,014.00"	"1,872,400.00"	"391,014.00"	2.4	"15,592,000.00"	-	-	-
755	BEM01P1902A	0.08	0.09	0.07	0.08	-	"10,223,000.00"	"784,900.00"	"10,223,000.00"	"784,900.00"	11.93	"6,856,000.00"	-	-	-
756	BCH01C1902B	0.02	0.02	0.02	0.02	-	"760,600.00"	"15,212.00"	"760,600.00"	"15,212.00"	0.76	"1,999,800.00"	-	-	-
757	ADVA01C1902A	0.08	0.09	0.08	0.08	-	"1,741,400.00"	"140,092.00"	"1,741,400.00"	"140,092.00"	1.6	"8,724,800.00"	-	-	-
758	AAV01C1902B	0.14	0.15	0.14	0.14	-	"1,083,700.00"	"154,931.00"	"1,083,700.00"	"154,931.00"	5.01	"3,025,400.00"	-	-	-
759	AAV01C1902A	0.27	0.3	0.26	0.27	-	"1,726,400.00"	"478,831.00"	"1,726,400.00"	"478,831.00"	5.06	"9,204,300.00"	-	-	-
760	BJC08C1903A	0.04	0.04	0.04	0.04	-	"200,000.00"	"8,000.00"	"200,000.00"	"8,000.00"	0.25	"3,200,000.00"	-	-	-
761	PTTG27P1903A	0.16	0.17	0.15	0.16	-	"810,000.00"	"134,100.00"	"810,000.00"	"134,100.00"	1.62	"8,000,000.00"	-	-	-
762	PTTE27C1903A	0.04	0.04	0.04	0.04	-	"48,200.00"	"1,928.00"	"48,200.00"	"1,928.00"	0.1	"2,000,000.00"	-	-	-
763	PTT27C1903A	0.11	0.13	0.11	0.11	-	"770,000.00"	"88,200.00"	"770,000.00"	"88,200.00"	1.54	"5,500,000.00"	-	-	-
764	KTC27C1903A	0.26	0.29	0.26	0.26	-	"1,937,000.00"	"519,920.00"	"1,937,000.00"	"519,920.00"	3.87	"13,000,000.00"	-	-	-
765	KBAN27C1903A	0.07	0.07	0.07	0.07	-	"360,000.00"	"25,200.00"	"360,000.00"	"25,200.00"	0.72	"3,500,000.00"	-	-	-
766	DTAC27C1903A	0.19	0.19	0.19	0.19	-	"840,000.00"	"159,600.00"	"840,000.00"	"159,600.00"	1.68	"9,500,000.00"	-	-	-
767	WHAU19C1902A	0.07	0.07	0.07	0.07	-	"60,000.00"	"4,200.00"	"60,000.00"	"4,200.00"	0.05	"8,400,000.00"	-	-	-
768	GGC19C1902A	0.09	0.09	0.09	0.09	-	"64,400.00"	"5,796.00"	"64,400.00"	"5,796.00"	0.05	"10,800,000.00"	-	-	-
769	CPAL13P1902A	0.05	0.06	0.05	0.05	-	"760,000.00"	"39,000.00"	"760,000.00"	"39,000.00"	0.63	"6,000,000.00"	-	-	-
770	KTB42C1903A	0.17	0.17	0.16	0.17	-	"204,000.00"	"34,670.00"	"204,000.00"	"34,670.00"	0.34	"10,200,000.00"	-	-	-
771	SANKO-W1	0.26	0.28	0.25	0.26	-	"4,634,500.00"	"1,219,458.00"	"4,634,500.00"	"1,219,458.00"	4.65	"25,921,445.16"	-	-	-
772	SCC11C1906A	0.1	0.11	0.1	0.1	-	"190,000.00"	"20,500.00"	"190,000.00"	"20,500.00"	0.21	"9,000,000.00"	-	-	-
773	ROBI11C1906A	0.31	0.32	0.3	0.31	-	"610,800.00"	"188,563.00"	"610,800.00"	"188,563.00"	2.08	"9,083,000.00"	-	-	-
774	IVL11C1906A	0.21	0.22	0.21	0.21	-	"1,652,000.00"	"350,380.00"	"1,652,000.00"	"350,380.00"	1.84	"18,900,000.00"	-	-	-
775	HMPR11C1906A	0.15	0.16	0.15	0.15	-	"104,000.00"	"15,610.00"	"104,000.00"	"15,610.00"	0.12	"12,615,000.00"	-	-	-
776	GLOB11C1906A	0.17	0.19	0.17	0.17	-	"2,915,400.00"	"542,448.00"	"2,915,400.00"	"542,448.00"	9.92	"4,998,000.00"	-	-	-
777	AAV28C1902A	0.04	0.05	0.04	0.04	-	"630,700.00"	"25,229.00"	"630,700.00"	"25,229.00"	0.94	"2,680,000.00"	-	-	-
778	ITD06C1904A	0.02	0.02	0.02	0.02	-	"50,000.00"	"1,000.00"	"50,000.00"	"1,000.00"	0.08	"1,200,000.00"	-	-	-
779	HMPR01C1902B	0.18	0.19	0.18	0.18	-	"2,752,800.00"	"517,464.00"	"2,752,800.00"	"517,464.00"	1.3	"38,113,200.00"	-	-	-
780	HMPR01C1902A	0.31	0.32	0.31	0.31	-	"2,657,500.00"	"848,223.00"	"2,657,500.00"	"848,223.00"	1.62	"50,725,300.00"	-	-	-
781	CENT06C1904A	0.07	0.07	0.07	0.07	-	"437,200.00"	"30,604.00"	"437,200.00"	"30,604.00"	0.73	"4,200,000.00"	-	-	-
782	AAV06C1904A	0.13	0.13	0.13	0.13	-	"484,300.00"	"62,959.00"	"484,300.00"	"62,959.00"	0.81	"7,800,000.00"	-	-	-
783	TASC08C1903A	0.13	0.14	0.13	0.13	-	"1,126,000.00"	"150,929.00"	"1,126,000.00"	"150,929.00"	1.41	"10,400,000.00"	-	-	-
784	SCB27C1902A	0.08	0.08	0.08	0.08	-	"600,000.00"	"48,000.00"	"600,000.00"	"48,000.00"	1.2	"4,000,000.00"	-	-	-
785	IVL27C1902A	0.08	0.09	0.08	0.08	-	"720,000.00"	"59,400.00"	"720,000.00"	"59,400.00"	1.44	"4,000,000.00"	-	-	-
786	GPSC08C1902A	0.01	0.01	0.01	0.01	-	"5,000.00"	50	"5,000.00"	50	0.01	"800,000.00"	-	-	-
787	DTAC08C1903A	0.23	0.23	0.23	0.23	-	"708,600.00"	"162,978.00"	"708,600.00"	"162,978.00"	0.89	"18,400,000.00"	-	-	-
788	CPN08C1903A	0.17	0.17	0.17	0.17	-	"35,200.00"	"5,984.00"	"35,200.00"	"5,984.00"	0.04	"13,600,000.00"	-	-	-
789	CKP08C1903A	0.71	0.74	0.71	0.71	-	"671,500.00"	"492,173.00"	"671,500.00"	"492,173.00"	0.84	"56,800,000.00"	-	-	-
790	BEAU08C1902A	0.05	0.05	0.05	0.05	-	"25,000.00"	"1,250.00"	"25,000.00"	"1,250.00"	0.03	"4,000,000.00"	-	-	-
791	ERW19C1902A	0.09	0.1	0.09	0.09	-	"200,000.00"	"19,590.00"	"200,000.00"	"19,590.00"	0.17	"10,800,000.00"	-	-	-
792	BJC19C1902A	0.03	0.03	0.03	0.03	-	"516,300.00"	"15,489.00"	"516,300.00"	"15,489.00"	0.43	"3,600,000.00"	-	-	-
793	SPORT-W7 <C >	0.04	0.04	0.01	0.04	-	"150,100.00"	"2,004.00"	"150,100.00"	"2,004.00"	0.18	"3,376,075.60"	-	-	-
794	PTG19C1902A	0.01	0.01	0.01	0.01	-	100	1	100	1	N/A	"2,400,000.00"	-	-	-
795	AAV19C1902A	0.04	0.04	0.04	0.04	-	"309,000.00"	"12,360.00"	"309,000.00"	"12,360.00"	0.26	"4,800,000.00"	-	-	-
796	GLOB13C1901A	0.02	0.02	0.02	0.02	-	500	10	500	10	N/A	"2,400,000.00"	-	-	-
797	BPP13C1901A	0.01	0.01	0.01	0.01	-	"300,000.00"	"3,000.00"	"300,000.00"	"3,000.00"	0.25	"1,200,000.00"	-	-	-
798	THAI19C1901A	0.01	0.01	0.01	0.01	-	"50,000.00"	500	"50,000.00"	500	0.04	"1,200,000.00"	-	-	-
799	TCAP19C1901A	0.08	0.08	0.07	0.08	-	"900,000.00"	"71,000.00"	"900,000.00"	"71,000.00"	0.75	"9,600,000.00"	-	-	-
800	RS19C1901A	0.02	0.02	0.02	0.02	-	"21,000.00"	420	"21,000.00"	420	0.02	"2,400,000.00"	-	-	-
801	GLOB19C1901A	0.09	0.11	0.09	0.09	-	"13,446,700.00"	"1,282,178.00"	"13,446,700.00"	"1,282,178.00"	11.21	"10,800,000.00"	-	-	-
802	ADVA13C1901A	0.01	0.01	0.01	0.01	-	"80,400.00"	804	"80,400.00"	804	0.07	"1,200,000.00"	-	-	-
803	TMB13C1901A	0.02	0.02	0.02	0.02	-	"310,000.00"	"6,200.00"	"310,000.00"	"6,200.00"	0.26	"2,400,000.00"	-	-	-
804	BBL13C1901A	0.08	0.09	0.08	0.08	-	"642,500.00"	"53,425.00"	"642,500.00"	"53,425.00"	0.54	"9,600,000.00"	-	-	-
805	SCC08C1902A	0.08	0.09	0.08	0.08	-	"350,000.00"	"28,600.00"	"350,000.00"	"28,600.00"	0.44	"6,400,000.00"	-	-	-
806	PTT08C1902A	0.05	0.06	0.05	0.05	-	"461,700.00"	"23,985.00"	"461,700.00"	"23,985.00"	0.58	"4,000,000.00"	-	-	-
807	MTC08C1902A	0.56	0.59	0.56	0.56	-	"1,103,000.00"	"643,970.00"	"1,103,000.00"	"643,970.00"	1.38	"44,800,000.00"	-	-	-
808	CPAL08C1902A	0.04	0.04	0.04	0.04	-	"100,000.00"	"4,000.00"	"100,000.00"	"4,000.00"	0.13	"3,200,000.00"	-	-	-
809	BBL08C1902A	0.2	0.22	0.2	0.2	-	"4,714,600.00"	"954,334.00"	"4,714,600.00"	"954,334.00"	5.89	"16,000,000.00"	-	-	-
810	TU23C1902A	0.08	0.08	0.07	0.08	-	"1,000,000.00"	"75,000.00"	"1,000,000.00"	"75,000.00"	1.33	"6,000,000.00"	-	-	-
811	TASC23C1902A	0.07	0.08	0.07	0.07	-	"900,000.00"	"65,000.00"	"900,000.00"	"65,000.00"	1.8	"3,500,000.00"	-	-	-
812	SCC19C1901A	0.07	0.07	0.07	0.07	-	"650,000.00"	"45,500.00"	"650,000.00"	"45,500.00"	0.54	"8,400,000.00"	-	-	-
813	COTTO	2.02	2.06	2.02	2.02	-	"120,200.00"	"244,054.00"	"120,251.00"	"244,157.02"	N/A	"12,044,494,890.66"	195.49	1.45	N/A
814	TRUE11C1905A	0.08	0.08	0.08	0.08	-	"1,052,600.00"	"84,208.00"	"1,052,600.00"	"84,208.00"	1.17	"7,200,000.00"	-	-	-
815	TRUE01C1902B	0.05	0.05	0.04	0.05	-	"162,400.00"	"6,620.00"	"162,400.00"	"6,620.00"	0.08	"10,433,500.00"	-	-	-
816	TOP01P1901A	0.48	0.49	0.42	0.48	-	"8,771,000.00"	"4,164,264.00"	"8,771,000.00"	"4,164,264.00"	16.28	"25,852,800.00"	-	-	-
817	TKN01C1901B	0.01	0.01	0.01	0.01	-	"100,000.00"	"1,000.00"	"100,000.00"	"1,000.00"	0.08	"1,249,900.00"	-	-	-
818	TKN01C1901A	0.01	0.01	0.01	0.01	-	"574,000.00"	"5,740.00"	"574,000.00"	"5,740.00"	0.45	"1,287,200.00"	-	-	-
819	PTT01C1901B	0.1	0.13	0.1	0.1	-	"13,726,300.00"	"1,555,700.00"	"13,726,300.00"	"1,555,700.00"	9.96	"13,778,000.00"	-	-	-
820	PTT01C1901A	0.39	0.45	0.39	0.39	-	"14,836,200.00"	"6,234,618.00"	"14,836,200.00"	"6,234,618.00"	12.44	"46,519,200.00"	-	-	-
821	IRPC11C1905A	0.11	0.13	0.11	0.11	-	"309,000.00"	"36,565.00"	"309,000.00"	"36,565.00"	0.34	"9,900,000.00"	-	-	-
822	BJC11C1905A	0.1	0.11	0.1	0.1	-	"991,000.00"	"101,110.00"	"991,000.00"	"101,110.00"	1.1	"9,000,000.00"	-	-	-
823	ADVA11C1905A	0.04	0.04	0.04	0.04	-	"1,400,100.00"	"56,004.00"	"1,400,100.00"	"56,004.00"	1.56	"3,600,000.00"	-	-	-
824	RATC19C1901A	0.07	0.07	0.07	0.07	-	"10,000.00"	700	"10,000.00"	700	0.01	"8,400,000.00"	-	-	-
825	KKP19C1901A	0.03	0.03	0.03	0.03	-	100	3	100	3	N/A	"3,600,000.00"	-	-	-
826	IRPC19C1901A	0.03	0.03	0.03	0.03	-	"50,000.00"	"1,500.00"	"50,000.00"	"1,500.00"	0.04	"3,600,000.00"	-	-	-
827	BEM19C1901A	0.6	0.64	0.6	0.6	-	"452,000.00"	"288,068.00"	"452,000.00"	"288,068.00"	0.38	"72,000,000.00"	-	-	-
828	TOP13C1901A	0.01	0.01	0.01	0.01	-	100	1	100	1	N/A	"1,200,000.00"	-	-	-
829	UNIQ13C1901A	0.01	0.01	0.01	0.01	-	"100,000.00"	"1,000.00"	"100,000.00"	"1,000.00"	0.05	"2,000,000.00"	-	-	-
830	TTA23C1901A	0.01	0.01	0.01	0.01	-	"701,100.00"	"7,011.00"	"701,100.00"	"7,011.00"	1.4	"500,000.00"	-	-	-
831	TTA08C1906A	0.03	0.03	0.03	0.03	-	"1,005,000.00"	"30,150.00"	"1,005,000.00"	"30,150.00"	1.26	"2,400,000.00"	-	-	-
832	SGP08C1901A	0.01	0.01	0.01	0.01	-	"12,000.00"	120	"12,000.00"	120	0.02	"800,000.00"	-	-	-
833	SCB08C1901A	0.05	0.05	0.05	0.05	-	"480,000.00"	"24,000.00"	"480,000.00"	"24,000.00"	0.6	"4,000,000.00"	-	-	-
834	CPF08C1901A	0.04	0.04	0.04	0.04	-	"870,000.00"	"34,800.00"	"870,000.00"	"34,800.00"	1.09	"3,200,000.00"	-	-	-
835	BIG13C1901A	0.01	0.01	0.01	0.01	-	"1,715,100.00"	"17,151.00"	"1,715,100.00"	"17,151.00"	0.86	"2,000,000.00"	-	-	-
836	ANAN08C1906A	0.02	0.02	0.02	0.02	-	"100,000.00"	"2,000.00"	"100,000.00"	"2,000.00"	0.13	"1,600,000.00"	-	-	-
837	KTB06C1902A	0.2	0.21	0.2	0.2	-	"480,000.00"	"99,500.00"	"480,000.00"	"99,500.00"	0.8	"12,000,000.00"	-	-	-
838	BBL06C1902A	0.46	0.52	0.46	0.46	-	"2,260,200.00"	"1,099,951.00"	"2,260,200.00"	"1,099,951.00"	3.77	"27,600,000.00"	-	-	-
839	META-W3	0.07	0.09	0.07	0.07	-	"526,900.00"	"41,985.00"	"527,151.00"	"42,001.00"	0.35	"10,500,908.95"	-	-	-
840	BM-W1	0.33	0.33	0.32	0.33	-	"11,000.00"	"3,521.00"	"11,000.00"	"3,521.00"	0.01	"36,299,988.78"	-	-	-
841	BBL19C1901A	0.04	0.05	0.04	0.04	-	"120,600.00"	"4,830.00"	"120,600.00"	"4,830.00"	0.1	"4,800,000.00"	-	-	-
842	ADVA19C1901A	0.01	0.02	0.01	0.01	-	"400,200.00"	"4,003.00"	"400,200.00"	"4,003.00"	0.33	"1,200,000.00"	-	-	-
